"";"X";"Treatment";"Site";"Sub_site";"Plot";"Depth_depot";"Id_echantillon";"Substrate";"decay_rate";"decomposition_state";"Gene_decomp_state";"Growth_season";"Duration_months";"Duration_months_meanp";"Place_depot";"Soil_Temp";"Air_Temp_withNA";"Air_Temp";"Temp_Soil_predict";"Temp_soil_predict_onlyNA";"Opening_canopy";"Water_table_level_min";"Water_table_level_max";"Water_table_level_mean";"Thick_Water_table__minlevel_to_surf";"Thick_watertable_min_to_max_permanent_variation";"Plot_peat_thickness";"Moh_thick_before";"Moh_thick_after";"Bulk_density_plotmean";"Water_content_plotmean";"Cpercent_plotmean";"C_sample_density_plotmean";"Ratio_CN_plotmean";"SD_Plot_peat_thickness"
"243";243;"Harrow";"Herse1";"H2";"H2P1";"10";"F40";"Fuscum";0,190275769;"H";"H";"season2";"16.2";15,9;"A2";9,71222784175983;NA;NA;NA;9,71222784175983;100;-41;-11;-26;41;30;64,4;66,9325;32,85575;0,0816202765;0,79857809575;0,39897;0,02862310725;26,8185874675;23,6607603205681
"244";244;"Harrow";"Herse1";"H2";"H2P1";"10";"C84";"Capillifolium";0,343554103;"H";"H";"season2";"16.2";15,9;"A2";9,71222784175983;NA;NA;NA;9,71222784175983;100;-41;-11;-26;41;30;64,4;66,9325;32,85575;0,0816202765;0,79857809575;0,39897;0,02862310725;26,8185874675;23,6607603205681
"245";245;"Harrow";"Herse1";"H2";"H2P1";"20";"P33";"Pleurozium";0,245796945;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;NA;NA;NA;100;-41;-11;-26;41;30;64,4;66,9325;32,85575;0,0816202765;0,79857809575;0,39897;0,02862310725;26,8185874675;23,6607603205681
"246";246;"Harrow";"Herse1";"H2";"H2P1";"20";"F63";"Fuscum";0,156790284;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;NA;NA;NA;100;-41;-11;-26;41;30;64,4;66,9325;32,85575;0,0816202765;0,79857809575;0,39897;0,02862310725;26,8185874675;23,6607603205681
"247";247;"Harrow";"Herse1";"H2";"H2P1";"20";"C83";"Capillifolium";0,134353861;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;NA;NA;NA;100;-41;-11;-26;41;30;64,4;66,9325;32,85575;0,0816202765;0,79857809575;0,39897;0,02862310725;26,8185874675;23,6607603205681
"248";248;"Harrow";"Herse1";"H2";"H2P2";"10";"P59 OU 39";"Pleurozium";-0,060304652;"M2";"M";"season2";"16.2";15,9;"A2";10,0269790576064;NA;NA;NA;10,0269790576064;100;-16;-2;-9;16;14;79;66,9325;32,85575;0,3236102855;0,7411062305;0,327825;0,02661483775;30,58354819;17,5978467582348
"249";249;"Harrow";"Herse1";"H2";"H2P2";"10";"F16";"Fuscum";0,185545517;"M2";"M";"season2";"16.2";15,9;"A2";10,0269790576064;NA;NA;NA;10,0269790576064;100;-16;-2;-9;16;14;79;66,9325;32,85575;0,3236102855;0,7411062305;0,327825;0,02661483775;30,58354819;17,5978467582348
"250";250;"Harrow";"Herse1";"H2";"H2P2";"10";"C93";"Capillifolium";0,410394287;"M2";"M";"season2";"16.2";15,9;"A2";10,0269790576064;NA;NA;NA;10,0269790576064;100;-16;-2;-9;16;14;79;66,9325;32,85575;0,3236102855;0,7411062305;0,327825;0,02661483775;30,58354819;17,5978467582348
"251";251;"Harrow";"Herse1";"H2";"H2P3";"10";"P35";"Pleurozium";0,122958297;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;NA;NA;NA;100;-29,5;-6;-17,75;29,5;23,5;49,65;66,9325;32,85575;0,325748903;0,72985297625;0,322626;0,02751144225;28,7877680575;11,4903849965274
"252";252;"Harrow";"Herse1";"H2";"H2P3";"10";"F4";"Fuscum";-0,028698603;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;NA;NA;NA;100;-29,5;-6;-17,75;29,5;23,5;49,65;66,9325;32,85575;0,325748903;0,72985297625;0,322626;0,02751144225;28,7877680575;11,4903849965274
"253";253;"Harrow";"Herse1";"H2";"H2P3";"10";"C66";"Capillifolium";0,396850712;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;NA;NA;NA;100;-29,5;-6;-17,75;29,5;23,5;49,65;66,9325;32,85575;0,325748903;0,72985297625;0,322626;0,02751144225;28,7877680575;11,4903849965274
"254";254;"Harrow";"Herse1";"H2";"H2P3";"20";"P29";"Pleurozium";0,23240722;"M2";"M";"season2";"16.2";15,9;"A2";9,0014582418634;NA;NA;NA;9,0014582418634;100;-29,5;-6;-17,75;29,5;23,5;49,65;66,9325;32,85575;0,325748903;0,72985297625;0,322626;0,02751144225;28,7877680575;11,4903849965274
"255";255;"Harrow";"Herse1";"H2";"H2P3";"20";"F38";"Fuscum";0,167403176;"M2";"M";"season2";"16.2";15,9;"A2";9,0014582418634;NA;NA;NA;9,0014582418634;100;-29,5;-6;-17,75;29,5;23,5;49,65;66,9325;32,85575;0,325748903;0,72985297625;0,322626;0,02751144225;28,7877680575;11,4903849965274
"256";256;"Harrow";"Herse1";"H2";"H2P3";"20";"C65";"Capillifolium";0,37060366;"M2";"M";"season2";"16.2";15,9;"A2";9,0014582418634;NA;NA;NA;9,0014582418634;100;-29,5;-6;-17,75;29,5;23,5;49,65;66,9325;32,85575;0,325748903;0,72985297625;0,322626;0,02751144225;28,7877680575;11,4903849965274
"257";257;"Harrow";"Herse2";"H3";"H3P1";"10";"P147";"Pleurozium";0,334546421;"H";"H";"season2";"15.77";15,9;"A2";10,3627179482843;NA;8,89241014301579;9,62645395260358;10,3627179482843;100;-31,5;-12;-21,75;31,5;19,5;26,45;49,65725;34,3775;0,4123295295;0,586256566;0,27466075;0,03799653025;37,8310701225;7,84370347543342
"258";258;"Harrow";"Herse2";"H3";"H3P1";"10";"F112";"Fuscum";-0,05756218;"H";"H";"season2";"15.77";15,9;"A2";10,3627179482843;NA;8,89241014301579;9,62645395260358;10,3627179482843;100;-31,5;-12;-21,75;31,5;19,5;26,45;49,65725;34,3775;0,4123295295;0,586256566;0,27466075;0,03799653025;37,8310701225;7,84370347543342
"259";259;"Harrow";"Herse2";"H3";"H3P1";"10";"C158";"Capillifolium";0,212639669;"H";"H";"season2";"15.77";15,9;"A2";10,3627179482843;NA;8,89241014301579;9,62645395260358;10,3627179482843;100;-31,5;-12;-21,75;31,5;19,5;26,45;49,65725;34,3775;0,4123295295;0,586256566;0,27466075;0,03799653025;37,8310701225;7,84370347543342
"260";260;"Harrow";"Herse2";"H3";"H3P1";"20";"P156";"Pleurozium";0,097191481;"MIN";"MIN";"season2";"15.77";15,9;"A2";NA;NA;8,89241014301579;9,54144122530331;9,54144122530331;100;-31,5;-12;-21,75;31,5;19,5;26,45;49,65725;34,3775;0,4123295295;0,586256566;0,27466075;0,03799653025;37,8310701225;7,84370347543342
"261";261;"Harrow";"Herse2";"H3";"H3P1";"20";"F110";"Fuscum";0,118455935;"MIN";"MIN";"season2";"15.77";15,9;"A2";NA;NA;8,89241014301579;9,54144122530331;9,54144122530331;100;-31,5;-12;-21,75;31,5;19,5;26,45;49,65725;34,3775;0,4123295295;0,586256566;0,27466075;0,03799653025;37,8310701225;7,84370347543342
"262";262;"Harrow";"Herse2";"H3";"H3P1";"20";"C156";"Capillifolium";0,10772796;"MIN";"MIN";"season2";"15.77";15,9;"A2";NA;NA;8,89241014301579;9,54144122530331;9,54144122530331;100;-31,5;-12;-21,75;31,5;19,5;26,45;49,65725;34,3775;0,4123295295;0,586256566;0,27466075;0,03799653025;37,8310701225;7,84370347543342
"263";263;"Harrow";"Herse2";"H3";"H3P2";"10";"P162";"Pleurozium";0,230694449;"M2";"M";"season2";"15.77";15,9;"A2";NA;NA;8,89241014301579;9,62645395260358;9,62645395260358;100;-38,75;-5,5;-22,125;38,75;33,25;28,15;49,65725;34,3775;0,4965701815;0,51301552975;0,14994;0,032150185;27,53515931;9,68055566043276
"264";264;"Harrow";"Herse2";"H3";"H3P2";"10";"F108";"Fuscum";0,06105948;"M2";"M";"season2";"15.77";15,9;"A2";NA;NA;8,89241014301579;9,62645395260358;9,62645395260358;100;-38,75;-5,5;-22,125;38,75;33,25;28,15;49,65725;34,3775;0,4965701815;0,51301552975;0,14994;0,032150185;27,53515931;9,68055566043276
"265";265;"Harrow";"Herse2";"H3";"H3P2";"10";"C160";"Capillifolium";0,308456624;"M2";"M";"season2";"15.77";15,9;"A2";NA;NA;8,89241014301579;9,62645395260358;9,62645395260358;100;-38,75;-5,5;-22,125;38,75;33,25;28,15;49,65725;34,3775;0,4965701815;0,51301552975;0,14994;0,032150185;27,53515931;9,68055566043276
"266";266;"Harrow";"Herse2";"H3";"H3P2";"20";"P164";"Pleurozium";0,105555357;"MIN";"MIN";"season2";"15.77";15,9;"A2";NA;NA;8,89241014301579;9,54144122530331;9,54144122530331;100;-38,75;-5,5;-22,125;38,75;33,25;28,15;49,65725;34,3775;0,4965701815;0,51301552975;0,14994;0,032150185;27,53515931;9,68055566043276
"267";267;"Harrow";"Herse2";"H3";"H3P2";"20";"F106";"Fuscum";0,189480432;"MIN";"MIN";"season2";"15.77";15,9;"A2";NA;NA;8,89241014301579;9,54144122530331;9,54144122530331;100;-38,75;-5,5;-22,125;38,75;33,25;28,15;49,65725;34,3775;0,4965701815;0,51301552975;0,14994;0,032150185;27,53515931;9,68055566043276
"268";268;"Harrow";"Herse2";"H3";"H3P2";"20";"C166";"Capillifolium";0,239083894;"MIN";"MIN";"season2";"15.77";15,9;"A2";NA;NA;8,89241014301579;9,54144122530331;9,54144122530331;100;-38,75;-5,5;-22,125;38,75;33,25;28,15;49,65725;34,3775;0,4965701815;0,51301552975;0,14994;0,032150185;27,53515931;9,68055566043276
"269";269;"Harrow";"Herse2";"H3";"H3P3";"10";"P154";"Pleurozium";0,127965739;"M2";"M";"season2";"15.77";15,9;"A2";NA;8,89241014301579;8,89241014301579;9,62645395260358;9,62645395260358;100;-22,5;-10;-16,25;22,5;12,5;32,3;49,65725;34,3775;0,33409949275;0,7216303225;0,235794;0,02362384;29,4719566875;10,397874276682
"270";270;"Harrow";"Herse2";"H3";"H3P3";"10";"F107";"Fuscum";0,081976026;"M2";"M";"season2";"15.77";15,9;"A2";NA;8,89241014301579;8,89241014301579;9,62645395260358;9,62645395260358;100;-22,5;-10;-16,25;22,5;12,5;32,3;49,65725;34,3775;0,33409949275;0,7216303225;0,235794;0,02362384;29,4719566875;10,397874276682
"271";271;"Harrow";"Herse2";"H3";"H3P3";"10";"C167";"Capillifolium";0,074119375;"M2";"M";"season2";"15.77";15,9;"A2";NA;8,89241014301579;8,89241014301579;9,62645395260358;9,62645395260358;100;-22,5;-10;-16,25;22,5;12,5;32,3;49,65725;34,3775;0,33409949275;0,7216303225;0,235794;0,02362384;29,4719566875;10,397874276682
"272";272;"Harrow";"Herse2";"H3";"H3P3";"20";"P144";"Pleurozium";0,186926092;"H";"H";"season2";"15.77";15,9;"A2";9,38013936570214;8,89241014301579;8,89241014301579;9,54144122530331;9,38013936570214;100;-22,5;-10;-16,25;22,5;12,5;32,3;49,65725;34,3775;0,33409949275;0,7216303225;0,235794;0,02362384;29,4719566875;10,397874276682
"273";273;"Harrow";"Herse2";"H3";"H3P3";"20";"F111";"Fuscum";-0,096254146;"H";"H";"season2";"15.77";15,9;"A2";9,38013936570214;8,89241014301579;8,89241014301579;9,54144122530331;9,38013936570214;100;-22,5;-10;-16,25;22,5;12,5;32,3;49,65725;34,3775;0,33409949275;0,7216303225;0,235794;0,02362384;29,4719566875;10,397874276682
"274";274;"Harrow";"Herse2";"H3";"H3P3";"20";"C115 ";"Capillifolium";0,258735255;"H";"H";"season2";"15.77";15,9;"A2";9,38013936570214;8,89241014301579;8,89241014301579;9,54144122530331;9,38013936570214;100;-22,5;-10;-16,25;22,5;12,5;32,3;49,65725;34,3775;0,33409949275;0,7216303225;0,235794;0,02362384;29,4719566875;10,397874276682
"275";275;"Harrow";"Herse2";"H4";"H4P1";"10";"P143";"Pleurozium";0,417036548;"F";"F";"season2";"15.77";15,9;"A2";9,79133671424464;NA;8,41340396041558;9,6423128279019;9,79133671424464;100;-24;-5;-14,5;24;19;42,95;49,65725;34,3775;0,3520405955;0,6703893195;0,266956;0,0230346385;32,53501862;10,0602134538409
"276";276;"Harrow";"Herse2";"H4";"H4P1";"10";"F105";"Fuscum";0,293206999;"F";"F";"season2";"15.77";15,9;"A2";9,79133671424464;NA;8,41340396041558;9,6423128279019;9,79133671424464;100;-24;-5;-14,5;24;19;42,95;49,65725;34,3775;0,3520405955;0,6703893195;0,266956;0,0230346385;32,53501862;10,0602134538409
"277";277;"Harrow";"Herse2";"H4";"H4P1";"10";"C139";"Capillifolium";0,058039401;"F";"F";"season2";"15.77";15,9;"A2";9,79133671424464;NA;8,41340396041558;9,6423128279019;9,79133671424464;100;-24;-5;-14,5;24;19;42,95;49,65725;34,3775;0,3520405955;0,6703893195;0,266956;0,0230346385;32,53501862;10,0602134538409
"278";278;"Harrow";"Herse2";"H4";"H4P1";"20";"P141";"Pleurozium";0,329664577;"F";"F";"season2";"15.77";15,9;"A2";NA;NA;8,41340396041558;9,55730010060163;9,55730010060163;100;-24;-5;-14,5;24;19;42,95;49,65725;34,3775;0,3520405955;0,6703893195;0,266956;0,0230346385;32,53501862;10,0602134538409
"279";279;"Harrow";"Herse2";"H4";"H4P1";"20";"F120";"Fuscum";0,023737953;"F";"F";"season2";"15.77";15,9;"A2";NA;NA;8,41340396041558;9,55730010060163;9,55730010060163;100;-24;-5;-14,5;24;19;42,95;49,65725;34,3775;0,3520405955;0,6703893195;0,266956;0,0230346385;32,53501862;10,0602134538409
"280";280;"Harrow";"Herse2";"H4";"H4P1";"20";"C110";"Capillifolium";0,332015205;"F";"F";"season2";"15.77";15,9;"A2";NA;NA;8,41340396041558;9,55730010060163;9,55730010060163;100;-24;-5;-14,5;24;19;42,95;49,65725;34,3775;0,3520405955;0,6703893195;0,266956;0,0230346385;32,53501862;10,0602134538409
"281";281;"Harrow";"Herse2";"H4";"H4P2";"10";"P145";"Pleurozium";0,334702417;"M1";"M";"season2";"15.77";15,9;"A2";9,72018008414831;NA;8,41340396041558;9,6423128279019;9,72018008414831;100;-23;-3;-13;23;20;21,8;49,65725;34,3775;0,514762005666667;0,654455039;0,260967333333333;0,03497556;32,44435476;4,22523745829123
"282";282;"Harrow";"Herse2";"H4";"H4P2";"10";"F101";"Fuscum";0,301784326;"M1";"M";"season2";"15.77";15,9;"A2";9,72018008414831;NA;8,41340396041558;9,6423128279019;9,72018008414831;100;-23;-3;-13;23;20;21,8;49,65725;34,3775;0,514762005666667;0,654455039;0,260967333333333;0,03497556;32,44435476;4,22523745829123
"283";283;"Harrow";"Herse2";"H4";"H4P2";"10";"C153";"Capillifolium";0,245788837;"M1";"M";"season2";"15.77";15,9;"A2";9,72018008414831;NA;8,41340396041558;9,6423128279019;9,72018008414831;100;-23;-3;-13;23;20;21,8;49,65725;34,3775;0,514762005666667;0,654455039;0,260967333333333;0,03497556;32,44435476;4,22523745829123
"284";284;"Harrow";"Herse2";"H4";"H4P2";"20";"P139";"Pleurozium";0,370828154;"MIN";"MIN";"season2";"15.77";15,9;"A2";NA;NA;8,41340396041558;9,55730010060163;9,55730010060163;100;-23;-3;-13;23;20;21,8;49,65725;34,3775;0,514762005666667;0,654455039;0,260967333333333;0,03497556;32,44435476;4,22523745829123
"285";285;"Harrow";"Herse2";"H4";"H4P2";"20";"F104";"Fuscum";0,135758735;"MIN";"MIN";"season2";"15.77";15,9;"A2";NA;NA;8,41340396041558;9,55730010060163;9,55730010060163;100;-23;-3;-13;23;20;21,8;49,65725;34,3775;0,514762005666667;0,654455039;0,260967333333333;0,03497556;32,44435476;4,22523745829123
"286";286;"Harrow";"Herse2";"H4";"H4P2";"20";"C109";"Capillifolium";0,353771569;"MIN";"MIN";"season2";"15.77";15,9;"A2";NA;NA;8,41340396041558;9,55730010060163;9,55730010060163;100;-23;-3;-13;23;20;21,8;49,65725;34,3775;0,514762005666667;0,654455039;0,260967333333333;0,03497556;32,44435476;4,22523745829123
"287";287;"Harrow";"Herse2";"H4";"H4P3";"10";"P142";"Pleurozium";0,317517749;"M1";"M";"season2";"15.77";15,9;"A2";NA;8,41340396041558;8,41340396041558;9,6423128279019;9,6423128279019;100;-34,5;-5,5;-20;34,5;29;44,5;49,65725;34,3775;0,4134593064;0,6948643366;0,2701864;0,0387635742;25,447272818;12,8697932752383
"288";288;"Harrow";"Herse2";"H4";"H4P3";"10";"F103";"Fuscum";0,189312497;"M1";"M";"season2";"15.77";15,9;"A2";NA;8,41340396041558;8,41340396041558;9,6423128279019;9,6423128279019;100;-34,5;-5,5;-20;34,5;29;44,5;49,65725;34,3775;0,4134593064;0,6948643366;0,2701864;0,0387635742;25,447272818;12,8697932752383
"289";289;"Harrow";"Herse2";"H4";"H4P3";"10";"C154";"Capillifolium";0,215525956;"M1";"M";"season2";"15.77";15,9;"A2";NA;8,41340396041558;8,41340396041558;9,6423128279019;9,6423128279019;100;-34,5;-5,5;-20;34,5;29;44,5;49,65725;34,3775;0,4134593064;0,6948643366;0,2701864;0,0387635742;25,447272818;12,8697932752383
"290";290;"Harrow";"Herse2";"H4";"H4P3";"20";"P128";"Pleurozium";0,1786259;"H";"H";"season2";"15.77";15,9;"A2";9,25727802499633;8,41340396041558;8,41340396041558;9,55730010060163;9,25727802499633;100;-34,5;-5,5;-20;34,5;29;44,5;49,65725;34,3775;0,4134593064;0,6948643366;0,2701864;0,0387635742;25,447272818;12,8697932752383
"291";291;"Harrow";"Herse2";"H4";"H4P3";"20";"F102";"Fuscum";0,239522286;"H";"H";"season2";"15.77";15,9;"A2";9,25727802499633;8,41340396041558;8,41340396041558;9,55730010060163;9,25727802499633;100;-34,5;-5,5;-20;34,5;29;44,5;49,65725;34,3775;0,4134593064;0,6948643366;0,2701864;0,0387635742;25,447272818;12,8697932752383
"292";292;"Harrow";"Herse2";"H4";"H4P3";"20";"C140";"Capillifolium";-0,064095907;"H";"H";"season2";"15.77";15,9;"A2";9,25727802499633;8,41340396041558;8,41340396041558;9,55730010060163;9,25727802499633;100;-34,5;-5,5;-20;34,5;29;44,5;49,65725;34,3775;0,4134593064;0,6948643366;0,2701864;0,0387635742;25,447272818;12,8697932752383
"293";293;"Harrow";"Herse3";"H5";"H5P1";"10";"P116";"Pleurozium";0,144218127;"H";"H";"season2";"15.77";15,9;"A2";9,64344879730316;NA;8,24796514659541;9,64779015494522;9,64344879730316;78,16;-33;-6,5;-19,75;33;26,5;37,17;32,28625;16,66125;0,56866519225;0,436391527;0,1196135;0,0401200145;25,4927526525;14,2374265859204
"294";294;"Harrow";"Herse3";"H5";"H5P1";"10";"F109";"Fuscum";0,210867512;"H";"H";"season2";"15.77";15,9;"A2";9,64344879730316;NA;8,24796514659541;9,64779015494522;9,64344879730316;78,16;-33;-6,5;-19,75;33;26,5;37,17;32,28625;16,66125;0,56866519225;0,436391527;0,1196135;0,0401200145;25,4927526525;14,2374265859204
"295";295;"Harrow";"Herse3";"H5";"H5P1";"10";"C102";"Capillifolium";0,198686945;"H";"H";"season2";"15.77";15,9;"A2";9,64344879730316;NA;8,24796514659541;9,64779015494522;9,64344879730316;78,16;-33;-6,5;-19,75;33;26,5;37,17;32,28625;16,66125;0,56866519225;0,436391527;0,1196135;0,0401200145;25,4927526525;14,2374265859204
"296";296;"Harrow";"Herse3";"H5";"H5P1";"20";"P134 ";"Pleurozium";0,339649503;"H";"H";"season2";"15.77";15,9;"A2";NA;NA;8,24796514659541;9,56277742764495;9,56277742764495;78,16;-33;-6,5;-19,75;33;26,5;37,17;32,28625;16,66125;0,56866519225;0,436391527;0,1196135;0,0401200145;25,4927526525;14,2374265859204
"297";297;"Harrow";"Herse3";"H5";"H5P1";"20";"F149";"Fuscum";0,079343313;"H";"H";"season2";"15.77";15,9;"A2";NA;NA;8,24796514659541;9,56277742764495;9,56277742764495;78,16;-33;-6,5;-19,75;33;26,5;37,17;32,28625;16,66125;0,56866519225;0,436391527;0,1196135;0,0401200145;25,4927526525;14,2374265859204
"298";298;"Harrow";"Herse3";"H5";"H5P1";"20";"C115";"Capillifolium";0,17803725;"H";"H";"season2";"15.77";15,9;"A2";NA;NA;8,24796514659541;9,56277742764495;9,56277742764495;78,16;-33;-6,5;-19,75;33;26,5;37,17;32,28625;16,66125;0,56866519225;0,436391527;0,1196135;0,0401200145;25,4927526525;14,2374265859204
"299";299;"Harrow";"Herse3";"H5";"H5P2";"10";"P112";"Pleurozium";0,399784963;"H";"H";"season2";"15.77";15,9;"A2";NA;NA;8,24796514659541;9,64779015494522;9,64779015494522;87,87;-46;-18;-32;46;28;52,55;32,28625;16,66125;0,40702971475;0,62942014475;0,23532375;0,03593367175;20,821772385;19,1076589769377
"300";300;"Harrow";"Herse3";"H5";"H5P2";"10";"F148";"Fuscum";0,126561128;"H";"H";"season2";"15.77";15,9;"A2";NA;NA;8,24796514659541;9,64779015494522;9,64779015494522;87,87;-46;-18;-32;46;28;52,55;32,28625;16,66125;0,40702971475;0,62942014475;0,23532375;0,03593367175;20,821772385;19,1076589769377
"301";301;"Harrow";"Herse3";"H5";"H5P2";"10";"C152???NON déjà marque comme pris mais pas identifier pris le poids frais marque sur letiuette";"Capillifolium";0,220684957;"H";"H";"season2";"15.77";15,9;"A2";NA;NA;8,24796514659541;9,64779015494522;9,64779015494522;87,87;-46;-18;-32;46;28;52,55;32,28625;16,66125;0,40702971475;0,62942014475;0,23532375;0,03593367175;20,821772385;19,1076589769377
"302";302;"Harrow";"Herse3";"H5";"H5P2";"20";"P111";"Pleurozium";0,334464882;"H";"H";"season2";"15.77";15,9;"A2";NA;NA;8,24796514659541;9,56277742764495;9,56277742764495;87,87;-46;-18;-32;46;28;52,55;32,28625;16,66125;0,40702971475;0,62942014475;0,23532375;0,03593367175;20,821772385;19,1076589769377
"303";303;"Harrow";"Herse3";"H5";"H5P2";"20";"F140";"Fuscum";0,236944051;"H";"H";"season2";"15.77";15,9;"A2";NA;NA;8,24796514659541;9,56277742764495;9,56277742764495;87,87;-46;-18;-32;46;28;52,55;32,28625;16,66125;0,40702971475;0,62942014475;0,23532375;0,03593367175;20,821772385;19,1076589769377
"304";304;"Harrow";"Herse3";"H5";"H5P2";"20";"C104";"Capillifolium";0,43424691;"H";"H";"season2";"15.77";15,9;"A2";NA;NA;8,24796514659541;9,56277742764495;9,56277742764495;87,87;-46;-18;-32;46;28;52,55;32,28625;16,66125;0,40702971475;0,62942014475;0,23532375;0,03593367175;20,821772385;19,1076589769377
"305";305;"Harrow";"Herse3";"H5";"H5P3";"10";"P119";"Pleurozium";0,34077223;"H";"H";"season2";"15.77";15,9;"A2";NA;8,24796514659541;8,24796514659541;9,64779015494522;9,64779015494522;93,07;-33;10;-11,5;33;43;38,925;32,28625;16,66125;0,2337211605;0,6973164465;0,22667;0,041857068;22,181816205;6,04429918448607
"306";306;"Harrow";"Herse3";"H5";"H5P3";"10";"F141";"Fuscum";0,051187185;"H";"H";"season2";"15.77";15,9;"A2";NA;8,24796514659541;8,24796514659541;9,64779015494522;9,64779015494522;93,07;-33;10;-11,5;33;43;38,925;32,28625;16,66125;0,2337211605;0,6973164465;0,22667;0,041857068;22,181816205;6,04429918448607
"307";307;"Harrow";"Herse3";"H5";"H5P3";"10";"C105";"Capillifolium";0,323492659;"H";"H";"season2";"15.77";15,9;"A2";NA;8,24796514659541;8,24796514659541;9,64779015494522;9,64779015494522;93,07;-33;10;-11,5;33;43;38,925;32,28625;16,66125;0,2337211605;0,6973164465;0,22667;0,041857068;22,181816205;6,04429918448607
"308";308;"Harrow";"Herse3";"H5";"H5P3";"20";"P115";"Pleurozium";0,230737205;"H";"H";"season2";"15.77";15,9;"A2";9,22943020581421;8,24796514659541;8,24796514659541;9,56277742764495;9,22943020581421;93,07;-33;10;-11,5;33;43;38,925;32,28625;16,66125;0,2337211605;0,6973164465;0,22667;0,041857068;22,181816205;6,04429918448607
"309";309;"Harrow";"Herse3";"H5";"H5P3";"20";"F145";"Fuscum";0,161311138;"H";"H";"season2";"15.77";15,9;"A2";9,22943020581421;8,24796514659541;8,24796514659541;9,56277742764495;9,22943020581421;93,07;-33;10;-11,5;33;43;38,925;32,28625;16,66125;0,2337211605;0,6973164465;0,22667;0,041857068;22,181816205;6,04429918448607
"310";310;"Harrow";"Herse3";"H5";"H5P3";"20";"C98";"Capillifolium";0,453490308;"H";"H";"season2";"15.77";15,9;"A2";9,22943020581421;8,24796514659541;8,24796514659541;9,56277742764495;9,22943020581421;93,07;-33;10;-11,5;33;43;38,925;32,28625;16,66125;0,2337211605;0,6973164465;0,22667;0,041857068;22,181816205;6,04429918448607
"311";311;"CPRS";"CPRS1";"CPRS1";"CPRS1P1";"10";"P1";"Pleurozium";0,411994253;"F";"F";"season2";"16.2";15,9;"A2";9,05796504794439;NA;9,46811303621987;9,07601852182305;9,05796504794439;100;-16,5;-3;-9,75;16,5;13,5;23,3;32,65153846;17,73025641;0,337897366;0,642913665;0,30191;0,0409491013333333;40,82534523;NA
"312";312;"CPRS";"CPRS1";"CPRS1";"CPRS1P1";"10";"F56";"Fuscum";0,259905098;"F";"F";"season2";"16.2";15,9;"A2";9,05796504794439;NA;9,46811303621987;9,07601852182305;9,05796504794439;100;-16,5;-3;-9,75;16,5;13,5;23,3;32,65153846;17,73025641;0,337897366;0,642913665;0,30191;0,0409491013333333;40,82534523;NA
"313";313;"CPRS";"CPRS1";"CPRS1";"CPRS1P1";"10";"C42";"Capillifolium";0,400881393;"F";"F";"season2";"16.2";15,9;"A2";9,05796504794439;NA;9,46811303621987;9,07601852182305;9,05796504794439;100;-16,5;-3;-9,75;16,5;13,5;23,3;32,65153846;17,73025641;0,337897366;0,642913665;0,30191;0,0409491013333333;40,82534523;NA
"314";314;"CPRS";"CPRS1";"CPRS1";"CPRS1P1";"20";"P16";"Pleurozium";0,324020166;"M1";"M";"season2";"16.2";15,9;"A2";NA;NA;9,46811303621987;8,99100579452279;8,99100579452279;100;-16,5;-3;-9,75;16,5;13,5;23,3;32,65153846;17,73025641;0,337897366;0,642913665;0,30191;0,0409491013333333;40,82534523;NA
"315";315;"CPRS";"CPRS1";"CPRS1";"CPRS1P1";"20";"F59";"Fuscum";0,35002843;"M1";"M";"season2";"16.2";15,9;"A2";NA;NA;9,46811303621987;8,99100579452279;8,99100579452279;100;-16,5;-3;-9,75;16,5;13,5;23,3;32,65153846;17,73025641;0,337897366;0,642913665;0,30191;0,0409491013333333;40,82534523;NA
"316";316;"CPRS";"CPRS1";"CPRS1";"CPRS1P1";"20";"C43";"Capillifolium";0,434405296;"M1";"M";"season2";"16.2";15,9;"A2";NA;NA;9,46811303621987;8,99100579452279;8,99100579452279;100;-16,5;-3;-9,75;16,5;13,5;23,3;32,65153846;17,73025641;0,337897366;0,642913665;0,30191;0,0409491013333333;40,82534523;NA
"317";317;"CPRS";"CPRS1";"CPRS1";"CPRS1P2";"10";"P3";"Pleurozium";0,266817876;"F";"F";"season2";"16.2";15,9;"A2";8,90104686346135;NA;9,46811303621987;9,07601852182305;8,90104686346135;100;-30;-12;-21;30;18;22,8;32,65153846;17,73025641;0,316922944666667;0,660795055333333;0,346895333333333;0,0410308676666667;34,76033254;NA
"318";318;"CPRS";"CPRS1";"CPRS1";"CPRS1P2";"10";"F20";"Fuscum";0,348438703;"F";"F";"season2";"16.2";15,9;"A2";8,90104686346135;NA;9,46811303621987;9,07601852182305;8,90104686346135;100;-30;-12;-21;30;18;22,8;32,65153846;17,73025641;0,316922944666667;0,660795055333333;0,346895333333333;0,0410308676666667;34,76033254;NA
